run_id,entity_type,entity_id,metric,value,window_start,window_end
run-c60747aa,link,link-2,tx_power_dbm,0.023525286172883447,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,congestion_pct,5.074079665330521,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,power_kw,82.97680947058618,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,energy_kwh,105.79067033128099,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,current_a,151.35852398479756,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,voltage_v,554.7556277064566,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-2,battery_soc_pct,55.83548921772133,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,errors,1.0375,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,drops,0.5625,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,retries,0.5,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,fec_corrected,3.025,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,fec_uncorrected,1.5125,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,ber,2.1126835845015227e-09,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,temperature_c,53.976595179150436,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,rx_power_dbm,-1.4969174488160413,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,tx_power_dbm,-0.051263598407098376,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,congestion_pct,4.8228855489697375,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,power_kw,90.09437957971623,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,energy_kwh,114.62840578958794,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,current_a,154.90025339152092,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,voltage_v,583.5122671623183,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-3,battery_soc_pct,53.80723152807881,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,errors,1.0375,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,drops,0.5375,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,retries,0.975,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,fec_corrected,3.05,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,fec_uncorrected,1.525,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,ber,1.97073162663951e-09,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,temperature_c,42.74316730313443,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,rx_power_dbm,-1.4282170848477138,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,tx_power_dbm,-0.16321721498309905,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,congestion_pct,24.938941436824322,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,power_kw,87.45511275673024,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,energy_kwh,97.52775490947705,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,current_a,290.2297812759422,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,voltage_v,544.5339069122826,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,battery_soc_pct,52.944009245363404,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
run-c60747aa,link,link-4,charger_faults,1.0,2026-01-30 17:57:08.783723+00:00,2026-01-30 17:57:08.785424+00:00
